event_id,event_date,anchor_date,event_type,event_group,description,event_regime,is_core_sample,is_pandemic_period,is_post_pandemic,include_in_primary_analysis,window_label,expected_count,row_count,min_relative_day,max_relative_day,anchor_shift_calendar_days,has_anchor,coverage_status,is_complete
E64,2026-03-03,,analytical_publication,structural,Research highlights trade decoupling,post,False,False,True,False,m1_p1,3,0,,,,False,outside_market_coverage,False
E64,2026-03-03,,analytical_publication,structural,Research highlights trade decoupling,post,False,False,True,False,m3_p3,7,0,,,,False,outside_market_coverage,False
E64,2026-03-03,,analytical_publication,structural,Research highlights trade decoupling,post,False,False,True,False,m5_p5,11,0,,,,False,outside_market_coverage,False
E65,2026-03-16,,diplomatic_engagement,retaliation,China urges tariff removal,post,False,False,True,False,m1_p1,3,0,,,,False,outside_market_coverage,False
E65,2026-03-16,,diplomatic_engagement,retaliation,China urges tariff removal,post,False,False,True,False,m3_p3,7,0,,,,False,outside_market_coverage,False
E65,2026-03-16,,diplomatic_engagement,retaliation,China urges tariff removal,post,False,False,True,False,m5_p5,11,0,,,,False,outside_market_coverage,False
E66,2026-03-27,,investigation,retaliation,China launches investigations,post,False,False,True,False,m1_p1,3,0,,,,False,outside_market_coverage,False
E66,2026-03-27,,investigation,retaliation,China launches investigations,post,False,False,True,False,m3_p3,7,0,,,,False,outside_market_coverage,False
E66,2026-03-27,,investigation,retaliation,China launches investigations,post,False,False,True,False,m5_p5,11,0,,,,False,outside_market_coverage,False
E67,2026-04-08,,analytical_publication,structural,Data on export controls released,post,False,False,True,False,m1_p1,3,0,,,,False,outside_market_coverage,False
E67,2026-04-08,,analytical_publication,structural,Data on export controls released,post,False,False,True,False,m3_p3,7,0,,,,False,outside_market_coverage,False
E67,2026-04-08,,analytical_publication,structural,Data on export controls released,post,False,False,True,False,m5_p5,11,0,,,,False,outside_market_coverage,False
